timestamp,speaker,words,tags
,John*,"Well, it depends. We were, at base camp, and our base camp was Cu Chi, spelled c u c h I, and, two words. And, there, I was a medic, so anybody had a problem, they would just come in, and we had a doctor. Both doctors that I was with were both drafted just like I was, and they served 2 years. And the one was 26 years old. Can you imagine he became a doctor? 56, and he wanted to be a orthopod. You know? And, they gave him and said, no. We've let you go through and become a doctor. You'll have to wait till after you serve your 2 years to go back and become an ortheopath.",personal;vietnam
,Zach*,So an orthopath?,personal;vietnam
,John*,Orthopedic specialist.,personal;vietnam
,Zach*,"Oh. Oh, gotcha.",personal;vietnam
,John*,"That's what he wanted to be. So he had the other doctor, and he was 26, the other doctor we had was 31 years old. You know, he was married and had a kid or 2 and what have you. Both nice guys. So in in base camp, which our base camp was a mile by a mile, and I have beautiful pictures of the whole base camp. And, we would just take care of, you know, normal stuff. And if anybody's serious, we'd send them to the hospital in, on base. You know, we'd have regular big hospital. And what was nice being medics and where we were, you know, our, where the 6th and 77th was, we had a bakery across the street. We had an ice plant that we got good with. They made the I don't think no. I think they made the ice in either bakery, made bread, the ice plant, and, oh, a laundry facility right across the street from where we were. So being medics, they come over. If they need a shot, we give them a shot. Anytime we want anything like that in base camp, we get it. And I got pictures of us with a party at the at the at the ice plant, you know, the guy there. And now we would go, then they'd send us out to the field.",personal;vietnam
[00:50:00],John*," Most of the artillery, there was 3 artillery. What did they call it now? It was we had supply headquarters. I was with headquarters. Supply is another battery. Then we have a, b, and c, and that's where the guns are. 6 guns in each one. Okay? And so what they do is take us out to the field, the whole unit. And that's when, we went out to clean a hobo in Lobo Woods. Now we would come back to base camp and, one cute story is since I was also the clerk typist, I could type. Nobody else could, so I got to be the clerk typist. And that's what I do in the morning. I was, at the desk or, you know, when anybody come through. And, and I take care I had to take a report from the doctor that no matter where we were, I would fly into base camp, retype that up, and send it over to the, surgeon general, which was on, you know, on base. I think there was 10,000 on our base.",personal;vietnam
,Zach*,That's a lot of troops.,
,John*,"In Cu Chi. So it just so happens, and no matter I fly in the colonel's helicopter. I fly whatever was going to bait back to base camp. I get the plane, and I have good pic a lot of pictures. And, I mean, we'd fly all the time, but we'd fly in these Chinooks with the twin rotors. You've seen those helicopters?",media;vietnam
,Zach*,Yeah.,
,John*,"We've in those, you usually they load us up and carry the guns too, you know, underneath. And, the Chinooks would hold 9,000lbs, and they had flying cranes, which was you've seen with just one big chopper. It would it could hold 18,000lbs. Wow. I would fly back and forth. So it just so happens, this one time the doctor had to go back with me to basecamp to do this. The Bob Hope show was on. So we landed. We both went to the Bob Hope show, and that's when they had Raquel Welch. So I got to see Raquel Welch in Vietnam. That would be the 19 67, thing.",media;culture
,Zach*,That's really cool. It was a live show?,
,John*,"Oh, yeah. Bob Hope, you know, he every year, he would go and take people and put the show on for the troops. You didn't know about that?",
,Zach*,"I did not. I think I'd heard of it before that, you know, they would come and have people do live shows for the troops. But that's really cool.",
,John*,"Would tour for, I don't know, a month or something like that and go to different base camps and put out and Raquel Welch was with them. You know? And I have pictures of her on stage and everything. I took my camera, which was great. And, the other thing, like I said, we would treat patients that came in, and most of the time, what the troops would catch was, the urethritis acute gonococcus, better known as gonorrhea. And we had this nice sergeant. He was a little chubby, about 27, 28. And, he came in and he caught he caught gonorrhea. We called it the clap, you know. And so, I love, you know, comedy a little, and I like to joke around. So he, you get 2 penicillin shots, 1 in the morning, 1 at night for 3 days. And, you come in, we cannot we don't have to tell when you're sergeant or anything what you're in for. You just came in for treatment. You know? So he came in and I, a nice guy. So I thought, well, what I did is I got a irrigating syringe and I pulled it down, and I put a big 16 gauge needle on it. You know? And as he's taking his pants down, and he's looking at me, and we all busted up laughing. You know? But he thought we were really gonna give him that. And the other guy was, you know, medic was standing there with with the regular penicillin shot.",media;culture;vietnam
,Zach*,That's like a giant syringe. Right? The one that you were pretending?,
,John*,"Clean your ear with. Oh, yeah. That's an irrigating syringe. And I put a needle on it. It wasn't even straight. It was leaned over a little because it just wouldn't sit straight. But he thought that was it. He started dropping his pants and looking at it. You know? That's pretty funny. So Uh-huh. Okay. And one time out in the field, we had a problem with somebody, and, the doctor said, you know, take him down, get him going on the next chopper going in. I walked the patient down there, and I said the doc wants to have flown in. Well, this and that, whatever (Officer disagrees). I say, no problem. I went back and got the doctor. The doc all doctors are captains. Okay. Doctor came down. He said, you put this guy on the chopper now. Yes, sir. You know, when I asked him, he wouldn't do it, but the doc came down and said, you put him on now.",personal;vietnam
,Zach*,And they listened?,
,John*,That's right.,vietnam
,Zach*,"So Wow. So did you spend a lot of your time at base or in the field? Would they would you take, like, a vehicle? Would you fly out?",vietnam
[00:55:00],John*,"Oh oh, no. When we were in the field, we didn't take vehicles. We you know? And matter of fact, I'm trying to think. What was it? I think we get breakfast from the mess hall, but lunch and dinner was flown in on helicopter.",vietnam
,Zach*,"Oh, really?",vietnam
,John*,"They would send, at least, containers with the food to feed everybody, you know, on that. No. I spent quite a bit of time in the field, but, you know, 2 or 3 weeks or whatever and go back and then maybe another couple weeks and and stuff like that. You know? But I wasn't in the field constantly, though. Yeah.",vietnam
,Zach*,"So what basically, when you were, doing your medic duties, what did that kind of include when you when someone was injured or what was, like, a common thing that you would treat people for?",
,John*,"Usually, we didn't have that much. I mean, we did get a few that were injured and, you know, shot. And, what could I say? We would just do the best we could with them, bandage them up and what have you, give them an IV if it was necessary, and we call them a helicopter and they fly them out. We don't mess with them. You know? They go Yeah. You know? That's what we would do. Mhmm.",vietnam
,Zach*,So just doing mostly the best that you could for them and sending them to a doctor if need be?,
,John*,"Yep. You send them into the hospital, you know, whatever to emergency. They put them on a chopper and, just ship them out. You know, that that's what happened. We didn't have a lot of injuries. You know? So, what ours was up in the field, we would get mortar and rocket attacks. Yeah. We would set up. It wasn't just us. I mean, at one time, we always had 105 howitzers. They had bars. They had 155. (Mortars, guns) We were circled by, you know, a big circle in the jungle. What we were doing was supporting these wrong plows to cut down the jungle is what we were doing. In those cases. And I just got to go to a, because you know the trench were in Vietnam prior to us. 53, I think. The NBN II was where I think they made a I got to go to a, French fort, a small fort, yep, one time. And I didn't take a few pictures of it as best as could. You know? So that's it.",vietnam
,Zach*,"You've mentioned a lot about taking pictures. Did you have, like, a lot of free time to take pictures, or was it more in between when you had, like, patients you had.",
,John*,"No. We didn't always have patients. Yeah. Like, we're not busy all the time. Oh, no. Like, if I was in the chopper, I take pictures. Even the other medics would take pictures. We're out in the field. I mean, we get shot at in mortars and stuff, and I can remember one time we got a call and I answered the phone. Be advised we're under attack. Can you imagine that? That's how the guy put it. And what he meant was there was mortars coming in. Yeah.",media;vietnam
,Zach*,So Was that a pretty common thing? What were the kind of feelings about it? Was everyone very worried?,
,John*,"Well, heck, yeah. You run, now what we would do, the medics and, you know, since we we were individuals that compared to the other groups, we had our group of 6 and whatever. We would build as soon as we got in, we would build cubicles for us. You know, there was 6 of us, so we built 6 little, 3 by 3 out of sandbags. It might take us you know, it doesn't matter. I mean, like, we're going anywhere. We'd have this, and we use that. So in case of an attack, you go and hide in there. And, you know, so that's what you do. You'd have a retreat. And one time and, we were I forget quite remember where we were, but, there was a underground bunker, we'll say, that was already built where we were at. And we gotta think, we're under attack. I said, doc, we're under attack. Yeah. I said, I gotta get over there. You know? He says no, you get under. And right where I was gonna go, the mortar landed.",vietnam;personal
,Zach*,Wow.,
,John*,"I would might have been dead or injured. I kept telling, I have my what the heck did they call it? My otherwise wound where I get to go home and nothing wrong. But, I still have one spot.",
,Zach*,"I was more or less surprised when you said that. You know, you didn't have, like, a lot of injuries.",
[01:00:00],John*,"Were you just talking about the I was in the artillery. We're not in the infantry. The infantry is where you get a lot more, you know, when they're out in the field. Although they did send us out in the field a couple times when we're there, like, some colonel, captain, or something gets the idea, they want us to go through out into the jungle and look for stuff. And everybody said goodbye to me because no one knows if you're coming back. And we were, nothing happened, and we found 25,000lbs of rice or something out there, you know, that they were hiding through the Viet Cong. You know, just traipsing through the jungle. But mainly, we just got dropped in by helicopters, and then our area was secure. Although, one time, the vehicle did try to attack, and these 105 howitzers are good for 8 miles. They have shotgun rounds where they just lower the barrel straight, and they put in these rounds, and it's just like shooting a shotgun.",vietnam
,Zach*,"What was, I was gonna say, the rhetoric around you guys knowing that you might have to kill people if it comes down to it and constantly fighting for your life? Were people kind of under the-",
,John*,Just accept it. That's how it is.,
,John*,"Yeah. You know? So I can hardly ever remember anybody, you know, being the other way. I know sometimes I pull in that bunker and, you know, I'll call, you know, our little cubicle with sandbag. And, I crawled up into a little ball because I think that stuff is coming down so close. And if anybody gets injured, then we have to go, you know, treat them and send them out. Yeah. But the doctor is there also. So, I mean, we do the best we can to bring them back to him. You know, I was mainly with the doctor at all times.",
,Zach*,"That makes sense. One thing I was wondering is, did religion play, any kind of role? I remember you talking about, the movies about Jesus Christ when you were on the transport. Was there was religion a big part of your life or around the community?",religion
,John*,"Not a big part of my life, but, yeah, you know, when we had it, I would kind of go to church and so would the others or, you know, we had a Catholic priest come out, you know, whatever. I didn't go to church every Sunday at base camp. No. You know, I don't think most of us did. Some of them, you know, you know, like that. But in base camp, we have a church. And, I mean, in base camp, we had everything. We had a pool hall, everything. Just, you know, px's (cafeteria) and, you know, and like I say, our camp is big, a mile by a mile. I'll have to bring my pictures and show you sometime.",religion
,Zach*,I would love to see those!,
,John*,"The reason why I have so many printers is, believe it or not, my sergeant that I had, sergeant Pelfrey was from Germany. And he came over and got drafted and came over as a kid. I get I don't remember how old he was, but he, oh, he had worked in the cafeteria or something during World War 2. And he, you know, a little something, whatever, helping. And, he came home with a certificate, you know, they gave him. And when he brought it home, his mother tore it up. She thought if the Americans come through and see something like that, they'll kill us. Yeah. That's what we say. I don't know how I don't remember how old he was when he came to America.",media;personal;communism
,Zach*,Interesting. Just sometime in between World War 2 and Vietnam?,
,John*,Pardon?,
,Zach*,Sometime in between World War 2 and Vietnam?,
,John*,"Oh, yeah.",
,John*,"After World War 2. So maybe in the fifties, and then he got drafted. He just stayed in and made his career. You know?",
,Zach*,"That's really cool he got you into taking pictures. I just wanted to ask some more questions, kind of just about your personal life. It doesn't have to be specifically about Vietnam, but a couple things. Around the time, this could be before or after, what was dating like? Were you in a relationship before, after Vietnam?",
,John*,"I was actually in a relationship before I shipped over. I've known her for about 6 months. And sure enough, I got well, you know, what is my name? John*? So what do you think I got all the time? Dear John*.",culture;media
,Zach*,"Oh, dear John*.",
,John*,You never hear of dear John* letters?,
,Zach*,No.,
,John*,"Oh, dear John* is like, dear John*, you know, we're breaking up and this and that. That's what they call the dear John* letter. I did I did get a dear John* letter after a few months.",media
,Zach*,You did get a breakup letter?,
,John*,Yes. I did.,
,Zach*,That's unfortunate.,
[01:05:00],John*,"Believe it or not, 2 months later or something, who do I get a package from? You see, I met Janice in Blenda at 65. And I did see Janice before I went to Nam, though, I, also was seeing and her name was Suzanne. And so I don't know why Janice let me name my daughter Suzanne? But, not that it was that big a breakup. No big deal.",personal;media;dating
,Zach*,"Just to clarify, Janice is your wife, and you have a daughter named Suzanne.",personal;media
,John*,Yes. Exactly. Exactly. And Suzanne knows it.,personal;media
,John*,"Janice told her a few years back and she said, I hope I never meet her. Too bad, you know.",personal;media
,Zach*,"So after you got back from Vietnam, did you start you started dating grandma Janice?",personal;media
,John*,"No. Grandma Janice got engaged to my best friend. I'm the one that met her in 65, her and Glenda. Oh, they even sent me, a care package, you know, for Christmas and stuff, and she'd write letters. And, well, she got engaged to George. It was my best friend that was in the marines. Oh, I came then he went to Vietnam. You know? And so she was home, but that that isn't what did it. I, you know, but she eventually broke up. She was gonna send him a dear John* letter. I said, you know, just wait till he gets back and, you know, give it to him. You know? So, so that's what happened there. But now no, I had another girlfriend or 2 in between. There was Jackie. There was Marilyn. And, no. Bellflower was fantastic for cruising and women. I mean, the different girls I met. You know? So I got what if you if you wanna hear a good one. We were, pulled over on Boulevard. This is before we went to service. And, you know, it was heavy cruising. You know? ",personal;media;dating
,John*,"And, like, you know what I mean by cruising. All the cars going by back and forth. It was about a mile, mile and a half. We had an A and W that you pulled into. And we pulled over with, to talk to a friend and his fiancée. And Jurgen and I got in the back seat. You know, it was a 2 door. We're both sitting there. I got on the driver's side. He got on the passengers. But we're sitting on Bellflower Boulevard. They're just, you know, maybe 50 feet or a 100 feet from the light. And when we're done talking, I said, why don't you go come up here? You know, so y'all can come back and pick up some women, you know, jokingly. And so Jurgen got out the driver the passenger side. I got out the driver side, and there's a girl in a car in a Chrysler by herself. I put out my thumb like a hitchhiker, and she'll unlock the door. I got in the car. This guy sees it and so does Jurgen, and I left him there. But all we did is cruise down, whatever got her number, come back, and then I got Jurgen. But you see what I'm saying? I did this in front of my in front of Jurgen and in front of this guy and his fiancée.",personal;culture;dating
,Zach*,"Well done. That's pretty smooth. I was gonna say, what were some things you guys did, like, going on dates? I know you mentioned drive ins.",
,John*,"Yeah. We go to the drive in, and I can remember I took a couple girls to oh, you go to Disneyland, Knott's Berry Farm. At that time, you've been to Knott's. But back in the sixties until up to 65, you could get into Knott's Berry Farm for free, and then you just pay and you just pay for whatever ride you wanna go on. But you can walk around it. And, I don't know if I ever told you, but I I've been married three times.",dating;culture
,Zach*,Really?,
,John*,"Yeah. Twice at Knott's Berry Farm by judge Roy Bean, but I got screwed on the honeymoon both times. You know? So once you go in and for a buck or something, he'd give you a marriage certificate and supposedly marry you?",dating;culture
,Zach*,"Oh, that's very good.",
,John*,"Janice has that. I married her and not married her at Knotts Berry Farm. Oh, that's awesome. Yeah.",
,Zach*,"So 3 marriages, not too bad.",
,John*,Yeah. (recording cuts),
,Zach*,Anything you wanted to mention that you had before I lose you?,
,John*,"Like I said oh, the reason why I have so many pictures is my sergeant is the one that talked me into getting the camera. And I bought a Pentex Spott Matic in Vietnam at the PX, and we're talking it was a $100.",economy;media
,Zach*,Wow. That's expensive.,
[01:10:00],John*,"Yes. And, Stanley (Brother), I got him a camera that was a 100 and a quarter, even better. And and Penntek's Photomatix was the first time you could get a camera where it had the light meter inside. Before, you had to take, you know, get the light meter reading to take the picture. That and that's why I took I took 300 slides in Vietnam. Out in the field and this and that and whatever. He talked me into it and so did. But I gotta tell you another thing. Walker, Richard Wade Walker is from Alabama, and we were in Nam together, you know, all the time. And but he stated he had joined. And our our favorite saying was, we advance to the rear. Advance to the rear. We don't retreat. We advance to the rear. You know?",media;vietnam
,Zach*,That's pretty good. That's pretty good.,
,John*,"And, we everybody flies back from Vietnam to home, you know, or to Frisco. And, when I came back, Jurgen, who I've known since I was 13 years old, and, was right there where we drove back. And I got his phone number, and so his gave him a day off or 2. They came and picked me up, took me over and showed his barracks and stuff because we're there for a day or 2 until we ship out. Yeah. Oh, and if you really wanna hear something that's freaky, you could not leave base camp unless you had your helmet, your flak vest, your rifle, and everything. Okay? Never they'd let you leave base camp. When they take you down to, Saigon or even Saigon, the other town next to it, they put you on a bus and you don't have nothing. And then you could that bus or do whatever. Oh. Can you imagine that? I couldn't believe it. Here, you have all that and then they put you on a bus. I don't think I've ever heard of a bus being shot at, but I don't know. You know, you don't necessarily hear all the information. You know?",vietnam
,Zach*,"Interesting. Did you ever interact with, civilians while you were in Vietnam? Yes. I was in charge of the sandbag dollies for the last month. Okay. Every yeah. Sandbag dollies.",
,John*,"What do you what does that mean? Okay. They were young you know, women, young, some young, middle age, or older, and I would go pick them up rather than going out and being shot out in the any jungle or whatever. They let me be in charge of the sandbag dollies. I got out I got to come home before the rest of them because when I went to, I only had 10 and a half months to do. Army does 12 months, marine do 13 months. And so, I would go pick them up every morning, and I just stay with them, and they would fill sandbags to put all over, you know, whatever they needed and, you know, to for a building or what have you. And they call them sandbag dollies. And I got pictures of the sandbag dollies, and that's what I did every day for, I don't know, 2 or 3 weeks or something like that rather than going out and possibly getting shot.",vietnam;personal
,Zach*,"Yeah. That's a pretty good deal. Did they speak any English at all, or were you just kind of there to keep an eye?",
,John*,"Yeah. A little. And matter of fact, come to think of it, the barber we would go to a Vietnamese barber on base. They had brought all these people in on base to do the jobs. You know? And, I'll have to tell you another good one too. I told the lieutenant or captain. But the barber that cut my hair, I swear he smoked marijuana while he's cutting my hair. You know?",culture;vietnam
,Zach*,"Well thank you for sitting down and talking to me about this, Grandpa. I Really appreciate it, it was really cool hearing about all of this.",
,John*,"Of course. Of course. Well I love you, I hope you got all the information you needed.",
,Zach*,"I think so! That was great. Have a good one, I love you too.",
